 Sex, Local Health Districts, year, Drinking frequency, Number of Respondents, Actual estimate (Per cent), LL 95% CI, UL 95% CI
 Females, Sydney LHD, 2004-2005, Less than weekly,638,20.4,17,23.8
 Females, Sydney LHD, 2004-2005, Weekly,638,36.9,32.9,41
 Females, Sydney LHD, 2004-2005, Daily,638,6,4.2,7.8
 Females, Sydney LHD, 2005-2006, Never,600,36.1,31.9,40.2
 Females, Sydney LHD, 2005-2006, Less than weekly,600,20.8,17.1,24.4
 Females, Sydney LHD, 2005-2006, Weekly,600,36.1,31.8,40.3
 Females, Sydney LHD, 2005-2006, Daily,600,7.1,5.1,9
 Females, Sydney LHD, 2006-2007, Never,525,35.6,31.1,40.2
 Females, Sydney LHD, 2006-2007, Less than weekly,525,23.7,19.5,27.9
 Females, Sydney LHD, 2006-2007, Weekly,525,34.2,29.6,38.8
 Females, Sydney LHD, 2006-2007, Daily,525,6.5,4.4,8.6
 Females, Sydney LHD, 2007-2008, Never,526,39.5,34.8,44.2
 Females, Sydney LHD, 2007-2008, Less than weekly,526,20.1,16.1,24.1
 Females, Sydney LHD, 2007-2008, Weekly,526,35.7,30.9,40.4
 Females, Sydney LHD, 2007-2008, Daily,526,4.8,3,6.5
 Females, Sydney LHD, 2008-2009, Never,668,37.7,33.4,41.9
 Females, Sydney LHD, 2008-2009, Less than weekly,668,21.9,18.1,25.8
 Females, Sydney LHD, 2008-2009, Weekly,668,35.3,31.1,39.5
 Females, Sydney LHD, 2008-2009, Daily,668,5.1,3.6,6.6
 Females, Sydney LHD, 2009-2010, Never,707,37.7,33.4,42
 Females, Sydney LHD, 2009-2010, Less than weekly,707,20.9,17.1,24.7
 Females, Sydney LHD, 2009-2010, Weekly,707,35.9,31.5,40.4
 Females, Sydney LHD, 2009-2010, Daily,707,5.5,4.1,7
 Females, Sydney LHD, 2010-2011, Never,822,37.8,33.4,42.1
 Females, Sydney LHD, 2010-2011, Less than weekly,822,21.4,17.5,25.2
 Females, Sydney LHD, 2010-2011, Weekly,822,34.4,30,38.8
 Females, Sydney LHD, 2010-2011, Daily,822,6.5,4.8,8.1
 Females, Sydney LHD, 2011-2012, Never,981,40.9,35.9,46
 Females, Sydney LHD, 2011-2012, Less than weekly,981,25.9,21.6,30.2
 Females, Sydney LHD, 2011-2012, Weekly,981,27.8,24.1,31.6
 Females, Sydney LHD, 2011-2012, Daily,981,5.3,3.8,6.8
 Females, Sydney LHD, 2012-2013, Never,990,40.5,35.7,45.2
 Females, Sydney LHD, 2012-2013, Less than weekly,990,23.7,19.8,27.6
 Females, Sydney LHD, 2012-2013, Weekly,990,32.2,28.2,36.2
 Females, Sydney LHD, 2012-2013, Daily,990,3.7,2.5,4.8
 Females, Sydney LHD, 2013-2014, Never,960,38.8,34.9,42.7
 Females, Sydney LHD, 2013-2014, Less than weekly,960,23.1,19.7,26.5
 Females, Sydney LHD, 2013-2014, Weekly,960,33.2,29.4,37
 Females, Sydney LHD, 2013-2014, Daily,960,4.9,3.5,6.4
 Females, Sydney LHD, 2014-2015, Never,953,39,34.9,43.1
 Females, Sydney LHD, 2014-2015, Less than weekly,953,24.1,20.5,27.7
 Females, Sydney LHD, 2014-2015, Weekly,953,32.1,28.3,36
 Females, Sydney LHD, 2014-2015, Daily,953,4.8,3.4,6.3
 Females, Sydney LHD, 2015-2016, Never,973,36.8,32.7,40.9
 Females, Sydney LHD, 2015-2016, Less than weekly,973,22.7,19.1,26.2
 Females, Sydney LHD, 2015-2016, Weekly,973,35.9,31.8,40
 Females, Sydney LHD, 2015-2016, Daily,973,4.6,3,6.2
 Females, Sydney LHD, 2016-2017, Never,897,32.8,28.6,36.9
 Females, Sydney LHD, 2016-2017, Less than weekly,897,25.3,21.2,29.3
 Females, Sydney LHD, 2016-2017, Weekly,897,37.8,33.5,42.2
 Females, Sydney LHD, 2016-2017, Daily,897,4.1,2.7,5.6
 Females, South Western Sydney LHD, 2002-2003, Never,814,40.7,37.1,44.3
 Females, South Western Sydney LHD, 2002-2003, Less than weekly,814,33.2,29.6,36.7
 Females, South Western Sydney LHD, 2002-2003, Weekly,814,20.8,17.8,23.8
 Females, South Western Sydney LHD, 2002-2003, Daily,814,5.3,3.7,6.9
 Females, South Western Sydney LHD, 2003-2004, Never,747,42.5,38.6,46.4
 Females, South Western Sydney LHD, 2003-2004, Less than weekly,747,29.5,25.9,33
 Females, South Western Sydney LHD, 2003-2004, Weekly,747,22.5,19.3,25.8
 Females, South Western Sydney LHD, 2003-2004, Daily,747,5.5,3.9,7.1
 Females, South Western Sydney LHD, 2004-2005, Never,775,50.2,46.2,54.1
 Females, South Western Sydney LHD, 2004-2005, Less than weekly,775,24.1,20.7,27.5
 Females, South Western Sydney LHD, 2004-2005, Weekly,775,20.6,17.4,23.8
 Females, South Western Sydney LHD, 2004-2005, Daily,775,5.1,3.6,6.6
 Females, South Western Sydney LHD, 2005-2006, Never,776,52.8,48.8,56.8
 Females, South Western Sydney LHD, 2005-2006, Less than weekly,776,23,19.7,26.4
 Females, South Western Sydney LHD, 2005-2006, Weekly,776,19.3,16.1,22.5
 Females, South Western Sydney LHD, 2005-2006, Daily,776,4.8,3.3,6.3
 Females, South Western Sydney LHD, 2006-2007, Never,725,51.4,47.1,55.7
 Females, South Western Sydney LHD, 2006-2007, Less than weekly,725,24.7,21,28.5
 Females, South Western Sydney LHD, 2006-2007, Weekly,725,20.1,16.5,23.6
 Females, South Western Sydney LHD, 2006-2007, Daily,725,3.8,2.3,5.3
 Females, South Western Sydney LHD, 2007-2008, Never,824,52.3,48.2,56.5
 Females, South Western Sydney LHD, 2007-2008, Less than weekly,824,25.8,22.1,29.6
 Females, South Western Sydney LHD, 2007-2008, Weekly,824,18.5,15.3,21.7
 Females, South Western Sydney LHD, 2007-2008, Daily,824,3.3,2.2,4.5
 Females, South Western Sydney LHD, 2008-2009, Never,"1,002",52.3,48.6,56
 Females, South Western Sydney LHD, 2008-2009, Less than weekly,"1,002",24.2,20.9,27.5
 Females, South Western Sydney LHD, 2008-2009, Weekly,"1,002",19.7,16.8,22.7
 Females, South Western Sydney LHD, 2008-2009, Daily,"1,002",3.8,2.7,4.9
 Females, South Western Sydney LHD, 2009-2010, Never,"1,068",52.8,49.2,56.3
 Females, South Western Sydney LHD, 2009-2010, Less than weekly,"1,068",24.4,21.3,27.5
 Females, South Western Sydney LHD, 2009-2010, Weekly,"1,068",18.9,16.2,21.6
 Females, South Western Sydney LHD, 2009-2010, Daily,"1,068",4,2.8,5.1
 Females, South Western Sydney LHD, 2010-2011, Never,"1,114",51.4,47.7,55
 Females, South Western Sydney LHD, 2010-2011, Less than weekly,"1,114",27.9,24.5,31.3
 Females, South Western Sydney LHD, 2010-2011, Weekly,"1,114",16.9,14.3,19.4
 Females, South Western Sydney LHD, 2010-2011, Daily,"1,114",3.8,2.6,5
 Females, South Western Sydney LHD, 2011-2012, Never,"1,154",53.2,46.9,59.4
 Females, South Western Sydney LHD, 2011-2012, Less than weekly,"1,154",27.8,22.8,32.8
 Females, South Western Sydney LHD, 2011-2012, Weekly,"1,154",16.5,11.6,21.4
 Females, South Western Sydney LHD, 2011-2012, Daily,"1,154",2.5,1.6,3.4
 Females, South Western Sydney LHD, 2012-2013, Never,"1,135",56.8,50.7,62.8
 Females, South Western Sydney LHD, 2012-2013, Less than weekly,"1,135",27,22.1,31.8
 Females, South Western Sydney LHD, 2012-2013, Weekly,"1,135",14.5,9.7,19.3
 Females, South Western Sydney LHD, 2012-2013, Daily,"1,135",1.8,1,2.5
 Females, South Western Sydney LHD, 2013-2014, Never,"1,092",55.8,52.1,59.5
 Females, South Western Sydney LHD, 2013-2014, Less than weekly,"1,092",27.5,24.2,30.9
 Females, South Western Sydney LHD, 2013-2014, Weekly,"1,092",13.7,11.2,16.3
 Females, South Western Sydney LHD, 2013-2014, Daily,"1,092",2.9,1.7,4.2
 Females, South Western Sydney LHD, 2014-2015, Never,988,53.8,49.1,58.4
 Females, South Western Sydney LHD, 2014-2015, Less than weekly,988,26.8,22.4,31.2
 Females, South Western Sydney LHD, 2014-2015, Weekly,988,16.3,12.7,19.9
 Females, South Western Sydney LHD, 2014-2015, Daily,988,3.1,1.8,4.4
 Females, South Western Sydney LHD, 2015-2016, Never,"1,015",52.6,48,57.2
 Females, South Western Sydney LHD, 2015-2016, Less than weekly,"1,015",27.8,23.4,32.2
 Females, South Western Sydney LHD, 2015-2016, Weekly,"1,015",17.4,13.9,20.9
 Females, South Western Sydney LHD, 2015-2016, Daily,"1,015",2.2,1.3,3.1
 Females, South Western Sydney LHD, 2016-2017, Never,990,46.7,42.8,50.6
 Females, South Western Sydney LHD, 2016-2017, Less than weekly,990,33.3,29.5,37
 Females, South Western Sydney LHD, 2016-2017, Weekly,990,17.7,14.8,20.6
 Females, South Western Sydney LHD, 2016-2017, Daily,990,2.3,1.4,3.3
 Females, South Eastern Sydney LHD, 2002-2003, Never,858,27.6,24.3,30.8
 Females, South Eastern Sydney LHD, 2002-2003, Less than weekly,858,27.7,24.4,31.1
 Females, South Eastern Sydney LHD, 2002-2003, Weekly,858,37.4,33.8,41
 Females, South Eastern Sydney LHD, 2002-2003, Daily,858,7.3,5.6,9
 Females, South Eastern Sydney LHD, 2003-2004, Never,720,28.8,25.1,32.5
 Females, South Eastern Sydney LHD, 2003-2004, Less than weekly,720,29.2,25.5,33
 Females, South Eastern Sydney LHD, 2003-2004, Weekly,720,34.1,30.3,38
 Females, South Eastern Sydney LHD, 2003-2004, Daily,720,7.9,5.8,9.9
 Females, South Eastern Sydney LHD, 2004-2005, Never,762,34,30.2,37.8
 Females, South Eastern Sydney LHD, 2004-2005, Less than weekly,762,26.9,23.2,30.6
 Females, South Eastern Sydney LHD, 2004-2005, Weekly,762,31.5,27.8,35.3
 Females, South Eastern Sydney LHD, 2004-2005, Daily,762,7.6,5.6,9.6
 Females, South Eastern Sydney LHD, 2005-2006, Never,778,32.1,28.3,35.9
 Females, South Eastern Sydney LHD, 2005-2006, Less than weekly,778,28.9,25,32.8
 Females, South Eastern Sydney LHD, 2005-2006, Weekly,778,31.1,27.3,34.9
 Females, South Eastern Sydney LHD, 2005-2006, Daily,778,7.9,6,9.8
 Females, South Eastern Sydney LHD, 2006-2007, Never,646,32.5,28.2,36.8
 Females, South Eastern Sydney LHD, 2006-2007, Less than weekly,646,29.2,24.8,33.6
 Females, South Eastern Sydney LHD, 2006-2007, Weekly,646,30.7,26.4,35
 Females, South Eastern Sydney LHD, 2006-2007, Daily,646,7.6,5.6,9.6
 Females, South Eastern Sydney LHD, 2007-2008, Never,691,35.5,31.4,39.7
 Females, South Eastern Sydney LHD, 2007-2008, Less than weekly,691,25.5,21.6,29.4
 Females, South Eastern Sydney LHD, 2007-2008, Weekly,691,31.9,27.7,36
 Females, South Eastern Sydney LHD, 2007-2008, Daily,691,7.1,5.1,9.1
 Females, South Eastern Sydney LHD, 2008-2009, Never,844,32.5,28.5,36.4
 Females, South Eastern Sydney LHD, 2008-2009, Less than weekly,844,27.5,23.4,31.7
 Females, South Eastern Sydney LHD, 2008-2009, Weekly,844,33,29,37
 Females, South Eastern Sydney LHD, 2008-2009, Daily,844,7,5.2,8.7
 Females, South Eastern Sydney LHD, 2009-2010, Never,928,35.5,31,39.9
 Females, South Eastern Sydney LHD, 2009-2010, Less than weekly,928,26.6,22.3,30.9
 Females, South Eastern Sydney LHD, 2009-2010, Weekly,928,31.8,27.5,36
 Females, South Eastern Sydney LHD, 2009-2010, Daily,928,6.2,4.8,7.6
 Females, South Eastern Sydney LHD, 2010-2011, Never,989,35,30.5,39.5
 Females, South Eastern Sydney LHD, 2010-2011, Less than weekly,989,24.1,20.1,28.1
 Females, South Eastern Sydney LHD, 2010-2011, Weekly,989,34.8,30.4,39.2
 Females, South Eastern Sydney LHD, 2010-2011, Daily,989,6.1,4.7,7.5
 Females, South Eastern Sydney LHD, 2011-2012, Never,957,30,25.8,34.1
 Females, South Eastern Sydney LHD, 2011-2012, Less than weekly,957,26,21.6,30.5
 Females, South Eastern Sydney LHD, 2011-2012, Weekly,957,38,33.3,42.7
 Females, South Eastern Sydney LHD, 2011-2012, Daily,957,6,4.3,7.8
 Females, South Eastern Sydney LHD, 2012-2013, Never,905,33.2,29.1,37.4
 Females, South Eastern Sydney LHD, 2012-2013, Less than weekly,905,27.7,23.4,32
 Females, South Eastern Sydney LHD, 2012-2013, Weekly,905,34.4,30,38.9
 Females, South Eastern Sydney LHD, 2012-2013, Daily,905,4.6,3,6.3
 Females, South Eastern Sydney LHD, 2013-2014, Never,927,38,34,42.1
 Females, South Eastern Sydney LHD, 2013-2014, Less than weekly,927,28.9,25,32.7
 Females, South Eastern Sydney LHD, 2013-2014, Weekly,927,29.1,25.4,32.8
 Females, South Eastern Sydney LHD, 2013-2014, Daily,927,4,2.7,5.2
 Females, South Eastern Sydney LHD, 2014-2015, Never,866,34.6,30.1,39.1
 Females, South Eastern Sydney LHD, 2014-2015, Less than weekly,866,28.1,23.8,32.4
 Females, South Eastern Sydney LHD, 2014-2015, Weekly,866,32.9,28.4,37.4
 Females, South Eastern Sydney LHD, 2014-2015, Daily,866,4.4,2.8,6.1
 Females, South Eastern Sydney LHD, 2015-2016, Never,906,30.4,26.2,34.6
 Females, South Eastern Sydney LHD, 2015-2016, Less than weekly,906,27.4,23.3,31.6
 Females, South Eastern Sydney LHD, 2015-2016, Weekly,906,37.3,32.8,41.8
 Females, South Eastern Sydney LHD, 2015-2016, Daily,906,4.9,3,6.8
 Females, South Eastern Sydney LHD, 2016-2017, Never,946,28.9,25.3,32.5
 Females, South Eastern Sydney LHD, 2016-2017, Less than weekly,946,26.4,22.8,30.1
 Females, South Eastern Sydney LHD, 2016-2017, Weekly,946,40.1,36.1,44.1
 Females, South Eastern Sydney LHD, 2016-2017, Daily,946,4.5,3,6.1
 Females, Illawarra Shoalhaven LHD, 2002-2003, Never,886,35.9,32.5,39.3
 Females, Illawarra Shoalhaven LHD, 2002-2003, Less than weekly,886,26.2,23,29.4
 Females, Illawarra Shoalhaven LHD, 2002-2003, Weekly,886,31,27.6,34.4
 Females, Illawarra Shoalhaven LHD, 2002-2003, Daily,886,6.9,5.3,8.5
 Females, Illawarra Shoalhaven LHD, 2003-2004, Never,793,35.5,31.8,39.2
 Females, Illawarra Shoalhaven LHD, 2003-2004, Less than weekly,793,26.8,23.2,30.4
 Females, Illawarra Shoalhaven LHD, 2003-2004, Weekly,793,31.3,27.6,35
 Females, Illawarra Shoalhaven LHD, 2003-2004, Daily,793,6.4,4.8,8
 Females, Illawarra Shoalhaven LHD, 2004-2005, Never,629,36.9,32.6,41.1
 Females, Illawarra Shoalhaven LHD, 2004-2005, Less than weekly,629,28.6,24.5,32.7
 Females, Illawarra Shoalhaven LHD, 2004-2005, Weekly,629,27.9,23.9,32
 Females, Illawarra Shoalhaven LHD, 2004-2005, Daily,629,6.6,4.7,8.5
 Females, Illawarra Shoalhaven LHD, 2005-2006, Never,478,35,30.2,39.8
 Females, Illawarra Shoalhaven LHD, 2005-2006, Less than weekly,478,31.5,26.3,36.6
 Females, Illawarra Shoalhaven LHD, 2005-2006, Weekly,478,26.2,21.7,30.6
 Females, Illawarra Shoalhaven LHD, 2005-2006, Daily,478,7.3,5.1,9.5
 Females, Illawarra Shoalhaven LHD, 2006-2007, Never,427,34.5,29.2,39.9
 Females, Illawarra Shoalhaven LHD, 2006-2007, Less than weekly,427,31.4,25.6,37.2
 Females, Illawarra Shoalhaven LHD, 2006-2007, Weekly,427,28.2,23.3,33.1
 Females, Illawarra Shoalhaven LHD, 2006-2007, Daily,427,5.9,3.7,8
 Females, Illawarra Shoalhaven LHD, 2007-2008, Never,489,37.5,32.5,42.5
 Females, Illawarra Shoalhaven LHD, 2007-2008, Less than weekly,489,28.5,23.5,33.5
 Females, Illawarra Shoalhaven LHD, 2007-2008, Weekly,489,27.9,23.3,32.4
 Females, Illawarra Shoalhaven LHD, 2007-2008, Daily,489,6.2,4.3,8.1
 Females, Illawarra Shoalhaven LHD, 2008-2009, Never,579,33.5,29.1,37.8
 Females, Illawarra Shoalhaven LHD, 2008-2009, Less than weekly,579,31.6,27,36.2
 Females, Illawarra Shoalhaven LHD, 2008-2009, Weekly,579,28.6,24.2,32.9
 Females, Illawarra Shoalhaven LHD, 2008-2009, Daily,579,6.4,4.5,8.3
 Females, Illawarra Shoalhaven LHD, 2009-2010, Never,635,32.8,28.2,37.4
 Females, Illawarra Shoalhaven LHD, 2009-2010, Less than weekly,635,28.7,24.1,33.3
 Females, Illawarra Shoalhaven LHD, 2009-2010, Weekly,635,31.1,26.6,35.6
 Females, Illawarra Shoalhaven LHD, 2009-2010, Daily,635,7.3,5.2,9.5
 Females, Illawarra Shoalhaven LHD, 2010-2011, Never,897,32.9,28.6,37.2
 Females, Illawarra Shoalhaven LHD, 2010-2011, Less than weekly,897,27.4,23.1,31.7
 Females, Illawarra Shoalhaven LHD, 2010-2011, Weekly,897,31.8,27.5,36.1
 Females, Illawarra Shoalhaven LHD, 2010-2011, Daily,897,7.9,5.9,9.9
 Females, Illawarra Shoalhaven LHD, 2011-2012, Never,"1,079",32.1,28.1,36.2
 Females, Illawarra Shoalhaven LHD, 2011-2012, Less than weekly,"1,079",28.3,24.1,32.4
 Females, Illawarra Shoalhaven LHD, 2011-2012, Weekly,"1,079",32.2,27.9,36.6
 Females, Illawarra Shoalhaven LHD, 2011-2012, Daily,"1,079",7.4,4.8,9.9
 Females, Illawarra Shoalhaven LHD, 2012-2013, Never,"1,002",32.8,28.6,37.1
 Females, Illawarra Shoalhaven LHD, 2012-2013, Less than weekly,"1,002",26.5,22.1,31
 Females, Illawarra Shoalhaven LHD, 2012-2013, Weekly,"1,002",34.5,29.9,39.1
 Females, Illawarra Shoalhaven LHD, 2012-2013, Daily,"1,002",6.2,3.7,8.6
 Females, Illawarra Shoalhaven LHD, 2013-2014, Never,980,35,30.6,39.4
 Females, Illawarra Shoalhaven LHD, 2013-2014, Less than weekly,980,25,20.6,29.4
 Females, Illawarra Shoalhaven LHD, 2013-2014, Weekly,980,35,30.1,40
 Females, Illawarra Shoalhaven LHD, 2013-2014, Daily,980,4.9,3.5,6.4
 Females, Illawarra Shoalhaven LHD, 2014-2015, Never,967,36.2,30.5,42
 Females, Illawarra Shoalhaven LHD, 2014-2015, Less than weekly,967,25.2,20.2,30.3
 Females, Illawarra Shoalhaven LHD, 2014-2015, Weekly,967,33.3,27.5,39.1
 Females, Illawarra Shoalhaven LHD, 2014-2015, Daily,967,5.2,3.6,6.8
 Females, Illawarra Shoalhaven LHD, 2015-2016, Never,"1,011",32.8,27.1,38.6
 Females, Illawarra Shoalhaven LHD, 2015-2016, Less than weekly,"1,011",30,24.4,35.6
 Females, Illawarra Shoalhaven LHD, 2015-2016, Weekly,"1,011",30.8,25.3,36.4
 Females, Illawarra Shoalhaven LHD, 2015-2016, Daily,"1,011",6.3,4.3,8.3
 Females, Illawarra Shoalhaven LHD, 2016-2017, Never,"1,031",27.4,22.8,32.1
 Females, Illawarra Shoalhaven LHD, 2016-2017, Less than weekly,"1,031",30.7,25.4,36.1
 Females, Illawarra Shoalhaven LHD, 2016-2017, Weekly,"1,031",36.3,30.8,41.8
 Females, Illawarra Shoalhaven LHD, 2016-2017, Daily,"1,031",5.5,3.7,7.3
 Females, Western Sydney LHD, 2002-2003, Never,793,38.9,35.3,42.6
 Females, Western Sydney LHD, 2002-2003, Less than weekly,793,30.7,27.2,34.2
 Females, Western Sydney LHD, 2002-2003, Weekly,793,26,22.7,29.3
 Females, Western Sydney LHD, 2002-2003, Daily,793,4.4,2.9,5.9
 Females, Western Sydney LHD, 2003-2004, Never,727,41.7,37.8,45.5
 Females, Western Sydney LHD, 2003-2004, Less than weekly,727,29.1,25.5,32.7
 Females, Western Sydney LHD, 2003-2004, Weekly,727,25.4,21.9,28.8
 Females, Western Sydney LHD, 2003-2004, Daily,727,3.8,2.4,5.3
 Females, Western Sydney LHD, 2004-2005, Never,880,44.8,41.1,48.5
 Females, Western Sydney LHD, 2004-2005, Less than weekly,880,26.9,23.5,30.3
 Females, Western Sydney LHD, 2004-2005, Weekly,880,24.4,21.2,27.6
 Females, Western Sydney LHD, 2004-2005, Daily,880,3.9,2.7,5.2
 Females, Western Sydney LHD, 2005-2006, Never,915,46.8,43.2,50.4
 Females, Western Sydney LHD, 2005-2006, Less than weekly,915,25.2,21.9,28.5
 Females, Western Sydney LHD, 2005-2006, Weekly,915,24,20.9,27.1
 Females, Western Sydney LHD, 2005-2006, Daily,915,4,2.7,5.3
 Females, Western Sydney LHD, 2006-2007, Never,708,48.3,44.1,52.4
 Females, Western Sydney LHD, 2006-2007, Less than weekly,708,25.1,21.4,28.8
 Females, Western Sydney LHD, 2006-2007, Weekly,708,22.8,19.4,26.2
 Females, Western Sydney LHD, 2006-2007, Daily,708,3.8,2.4,5.3
 Females, Western Sydney LHD, 2007-2008, Never,710,45.5,41.3,49.8
 Females, Western Sydney LHD, 2007-2008, Less than weekly,710,26.7,22.8,30.6
 Females, Western Sydney LHD, 2007-2008, Weekly,710,24.3,20.6,27.9
 Females, Western Sydney LHD, 2007-2008, Daily,710,3.5,2.3,4.7
 Females, Western Sydney LHD, 2008-2009, Never,843,46.4,42.6,50.2
 Females, Western Sydney LHD, 2008-2009, Less than weekly,843,25.7,22.3,29.1
 Females, Western Sydney LHD, 2008-2009, Weekly,843,23.4,20.2,26.6
 Females, Western Sydney LHD, 2008-2009, Daily,843,4.5,3.1,5.9
 Females, Western Sydney LHD, 2009-2010, Never,995,46.8,43.3,50.3
 Females, Western Sydney LHD, 2009-2010, Less than weekly,995,29,25.8,32.3
 Females, Western Sydney LHD, 2009-2010, Weekly,995,20.7,17.9,23.4
 Females, Western Sydney LHD, 2009-2010, Daily,995,3.5,2.4,4.7
 Females, Western Sydney LHD, 2010-2011, Never,"1,084",46.7,43,50.5
 Females, Western Sydney LHD, 2010-2011, Less than weekly,"1,084",30,26.5,33.5
 Females, Western Sydney LHD, 2010-2011, Weekly,"1,084",20.1,17.2,23.1
 Females, Western Sydney LHD, 2010-2011, Daily,"1,084",3.1,2.2,4.1
 Females, Western Sydney LHD, 2011-2012, Never,"1,040",47.9,42.7,53.2
 Females, Western Sydney LHD, 2011-2012, Less than weekly,"1,040",29.6,24.5,34.7
 Females, Western Sydney LHD, 2011-2012, Weekly,"1,040",17.6,14.5,20.7
 Females, Western Sydney LHD, 2011-2012, Daily,"1,040",4.8,1.9,7.7
 Females, Western Sydney LHD, 2012-2013, Never,"1,043",47.3,42.3,52.4
 Females, Western Sydney LHD, 2012-2013, Less than weekly,"1,043",31.3,26.3,36.3
 Females, Western Sydney LHD, 2012-2013, Weekly,"1,043",17.7,14.8,20.6
 Females, Western Sydney LHD, 2012-2013, Daily,"1,043",3.7,0.9,6.5
 Females, Western Sydney LHD, 2013-2014, Never,"1,115",52.2,48.5,55.8
 Females, Western Sydney LHD, 2013-2014, Less than weekly,"1,115",26.5,23.2,29.8
 Females, Western Sydney LHD, 2013-2014, Weekly,"1,115",19.2,16.4,22
 Females, Western Sydney LHD, 2013-2014, Daily,"1,115",2.2,1.4,3
 Females, Western Sydney LHD, 2014-2015, Never,"1,009",57.1,52,62.3
 Females, Western Sydney LHD, 2014-2015, Less than weekly,"1,009",21.8,18.3,25.3
 Females, Western Sydney LHD, 2014-2015, Weekly,"1,009",19.4,15.3,23.5
 Females, Western Sydney LHD, 2014-2015, Daily,"1,009",1.7,0.9,2.4
 Females, Western Sydney LHD, 2015-2016, Never,921,52.4,47,57.8
 Females, Western Sydney LHD, 2015-2016, Less than weekly,921,26.3,22.3,30.3
 Females, Western Sydney LHD, 2015-2016, Weekly,921,19.5,15.3,23.7
 Females, Western Sydney LHD, 2015-2016, Daily,921,1.8,0.8,2.8
 Females, Western Sydney LHD, 2016-2017, Never,895,44.9,41,48.9
 Females, Western Sydney LHD, 2016-2017, Less than weekly,895,33.6,29.7,37.4
 Females, Western Sydney LHD, 2016-2017, Weekly,895,18.8,15.7,21.9
 Females, Western Sydney LHD, 2016-2017, Daily,895,2.7,1.5,3.8
 Females, Nepean Blue Mountains LHD, 2002-2003, Never,907,31.9,28.6,35.2
 Females, Nepean Blue Mountains LHD, 2002-2003, Less than weekly,907,32.9,29.4,36.4
 Females, Nepean Blue Mountains LHD, 2002-2003, Weekly,907,28.6,25.3,31.9
 Females, Nepean Blue Mountains LHD, 2002-2003, Daily,907,6.7,5,8.4
 Females, Nepean Blue Mountains LHD, 2003-2004, Never,821,33.2,29.6,36.9
 Females, Nepean Blue Mountains LHD, 2003-2004, Less than weekly,821,32.7,28.9,36.5
 Females, Nepean Blue Mountains LHD, 2003-2004, Weekly,821,28.2,24.6,31.9
 Females, Nepean Blue Mountains LHD, 2003-2004, Daily,821,5.9,4.2,7.5
